Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,
Definition,0,file_id,type,1,,time_created,1,,manufacturer,1,,product,1,,product_name,14,,
Data,0,file_id,type,"4",,time_created,"1059019954",,manufacturer,"23",,product,"42",,product_name,"Suunto 9 Peak",,
Definition,0,developer_data_id,developer_data_index,1,,application_id,16,,,,,,,,,,,
Data,1,record,timestamp,"1059013344",s,distance,"675.0",m,heart_rate,"92",bpm,altitude,"162.20000000000005",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"33",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"162.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013345",s,distance,"675.0",m,heart_rate,"93",bpm,altitude,"162.39999999999998",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"33",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"162.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013346",s,distance,"675.0",m,heart_rate,"92",bpm,altitude,"162.39999999999998",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"33",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"162.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013347",s,distance,"675.0",m,heart_rate,"92",bpm,altitude,"162.39999999999998",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"33",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"162.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013348",s,distance,"675.0",m,heart_rate,"92",bpm,altitude,"162.79999999999995",m,cadence,"49",rpm,speed,"0.0",m/s,temperature,"33",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"162.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013349",s,distance,"676.0",m,heart_rate,"90",bpm,altitude,"162.79999999999995",m,cadence,"62",rpm,speed,"0.8",m/s,temperature,"33",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"162.79999999999995",m,enhanced_speed,"0.8",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013350",s,distance,"678.0",m,heart_rate,"91",bpm,altitude,"162.79999999999995",m,cadence,"71",rpm,speed,"0.8",m/s,temperature,"33",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"162.79999999999995",m,enhanced_speed,"0.8",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013351",s,distance,"680.0",m,heart_rate,"91",bpm,altitude,"162.79999999999995",m,cadence,"71",rpm,speed,"1.5",m/s,temperature,"33",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"162.79999999999995",m,enhanced_speed,"1.5",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013352",s,distance,"682.0",m,heart_rate,"91",bpm,altitude,"162.79999999999995",m,cadence,"71",rpm,speed,"1.5",m/s,temperature,"33",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"162.79999999999995",m,enhanced_speed,"1.5",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013353",s,distance,"684.0",m,heart_rate,"90",bpm,altitude,"162.79999999999995",m,cadence,"71",rpm,speed,"1.88",m/s,temperature,"33",C,vertical_speed,"0.0",m/s,enhanced_altitude,"162.79999999999995",m,enhanced_speed,"1.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013354",s,distance,"686.0",m,heart_rate,"92",bpm,altitude,"163.0",m,cadence,"71",rpm,speed,"1.88",m/s,temperature,"33",C,vertical_speed,"0.0",m/s,enhanced_altitude,"163.0",m,enhanced_speed,"1.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013355",s,distance,"687.0",m,heart_rate,"93",bpm,altitude,"163.0",m,cadence,"71",rpm,speed,"1.68",m/s,temperature,"33",C,vertical_speed,"0.0",m/s,enhanced_altitude,"163.0",m,enhanced_speed,"1.68",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013356",s,distance,"688.0",m,heart_rate,"92",bpm,altitude,"163.0",m,cadence,"75",rpm,speed,"1.68",m/s,temperature,"33",C,vertical_speed,"0.0",m/s,enhanced_altitude,"163.0",m,enhanced_speed,"1.68",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013357",s,distance,"689.0",m,heart_rate,"90",bpm,altitude,"163.0",m,cadence,"57",rpm,speed,"1.54",m/s,temperature,"33",C,vertical_speed,"0.02",m/s,enhanced_altitude,"163.0",m,enhanced_speed,"1.54",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013358",s,distance,"690.0",m,heart_rate,"89",bpm,altitude,"163.20000000000005",m,cadence,"57",rpm,speed,"1.54",m/s,temperature,"33",C,vertical_speed,"0.02",m/s,enhanced_altitude,"163.20000000000005",m,enhanced_speed,"1.54",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013359",s,distance,"692.0",m,heart_rate,"90",bpm,altitude,"163.39999999999998",m,cadence,"66",rpm,speed,"1.5",m/s,temperature,"33",C,vertical_speed,"0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.5",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013360",s,distance,"693.0",m,heart_rate,"90",bpm,altitude,"163.39999999999998",m,cadence,"66",rpm,speed,"1.5",m/s,temperature,"33",C,vertical_speed,"0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.5",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013361",s,distance,"695.0",m,heart_rate,"90",bpm,altitude,"163.39999999999998",m,cadence,"66",rpm,speed,"1.56",m/s,temperature,"33",C,vertical_speed,"0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.56",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013362",s,distance,"698.0",m,heart_rate,"89",bpm,altitude,"163.60000000000002",m,cadence,"66",rpm,speed,"1.56",m/s,temperature,"33",C,vertical_speed,"0.04",m/s,enhanced_altitude,"163.60000000000002",m,enhanced_speed,"1.56",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013363",s,distance,"699.0",m,heart_rate,"89",bpm,altitude,"163.79999999999995",m,cadence,"66",rpm,speed,"1.66",m/s,temperature,"33",C,vertical_speed,"0.04",m/s,enhanced_altitude,"163.79999999999995",m,enhanced_speed,"1.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013364",s,distance,"702.0",m,heart_rate,"90",bpm,altitude,"164.0",m,cadence,"66",rpm,speed,"1.66",m/s,temperature,"33",C,vertical_speed,"0.04",m/s,enhanced_altitude,"164.0",m,enhanced_speed,"1.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013365",s,distance,"704.0",m,heart_rate,"88",bpm,altitude,"164.0",m,cadence,"66",rpm,speed,"1.82",m/s,temperature,"33",C,vertical_speed,"0.04",m/s,enhanced_altitude,"164.0",m,enhanced_speed,"1.82",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013366",s,distance,"706.0",m,heart_rate,"87",bpm,altitude,"164.0",m,cadence,"66",rpm,speed,"1.82",m/s,temperature,"33",C,vertical_speed,"0.04",m/s,enhanced_altitude,"164.0",m,enhanced_speed,"1.82",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013367",s,distance,"708.0",m,heart_rate,"88",bpm,altitude,"164.0",m,cadence,"66",rpm,speed,"1.8",m/s,temperature,"33",C,vertical_speed,"0.04",m/s,enhanced_altitude,"164.0",m,enhanced_speed,"1.8",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013368",s,distance,"708.0",m,heart_rate,"88",bpm,altitude,"164.0",m,cadence,"66",rpm,speed,"1.8",m/s,temperature,"33",C,vertical_speed,"0.04",m/s,enhanced_altitude,"164.0",m,enhanced_speed,"1.8",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013369",s,distance,"709.0",m,heart_rate,"87",bpm,altitude,"163.79999999999995",m,cadence,"66",rpm,speed,"1.58",m/s,temperature,"33",C,vertical_speed,"0.06",m/s,enhanced_altitude,"163.79999999999995",m,enhanced_speed,"1.58",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013370",s,distance,"710.0",m,heart_rate,"87",bpm,altitude,"163.79999999999995",m,cadence,"66",rpm,speed,"1.58",m/s,temperature,"33",C,vertical_speed,"0.06",m/s,enhanced_altitude,"163.79999999999995",m,enhanced_speed,"1.58",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013371",s,distance,"711.0",m,heart_rate,"86",bpm,altitude,"164.0",m,cadence,"66",rpm,speed,"1.5",m/s,temperature,"33",C,vertical_speed,"0.06",m/s,enhanced_altitude,"164.0",m,enhanced_speed,"1.5",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059013372",s,distance,"713.0",m,altitude,"164.0",m,cadence,"65",rpm,speed,"1.5",m/s,temperature,"33",C,vertical_speed,"0.06",m/s,enhanced_altitude,"164.0",m,enhanced_speed,"1.5",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013373",s,distance,"714.0",m,heart_rate,"86",bpm,altitude,"164.20000000000005",m,cadence,"65",rpm,speed,"1.44",m/s,temperature,"33",C,vertical_speed,"0.06",m/s,enhanced_altitude,"164.20000000000005",m,enhanced_speed,"1.44",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059013374",s,distance,"714.0",m,altitude,"164.20000000000005",m,cadence,"64",rpm,speed,"1.44",m/s,temperature,"33",C,vertical_speed,"0.08",m/s,enhanced_altitude,"164.20000000000005",m,enhanced_speed,"1.44",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013375",s,distance,"716.0",m,heart_rate,"85",bpm,altitude,"164.39999999999998",m,cadence,"64",rpm,speed,"1.36",m/s,temperature,"33",C,vertical_speed,"0.08",m/s,enhanced_altitude,"164.39999999999998",m,enhanced_speed,"1.36",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059013376",s,distance,"716.0",m,altitude,"164.39999999999998",m,cadence,"64",rpm,speed,"1.36",m/s,temperature,"33",C,vertical_speed,"0.08",m/s,enhanced_altitude,"164.39999999999998",m,enhanced_speed,"1.36",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013377",s,distance,"718.0",m,heart_rate,"86",bpm,altitude,"164.39999999999998",m,cadence,"65",rpm,speed,"1.36",m/s,temperature,"33",C,vertical_speed,"0.06",m/s,enhanced_altitude,"164.39999999999998",m,enhanced_speed,"1.36",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059013378",s,distance,"720.0",m,altitude,"164.39999999999998",m,cadence,"65",rpm,speed,"1.36",m/s,temperature,"33",C,vertical_speed,"0.06",m/s,enhanced_altitude,"164.39999999999998",m,enhanced_speed,"1.36",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013379",s,distance,"720.0",m,heart_rate,"83",bpm,altitude,"164.39999999999998",m,cadence,"65",rpm,speed,"1.32",m/s,temperature,"33",C,vertical_speed,"0.06",m/s,enhanced_altitude,"164.39999999999998",m,enhanced_speed,"1.32",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059013380",s,distance,"722.0",m,altitude,"164.39999999999998",m,cadence,"65",rpm,speed,"1.32",m/s,temperature,"33",C,vertical_speed,"0.06",m/s,enhanced_altitude,"164.39999999999998",m,enhanced_speed,"1.32",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013381",s,distance,"723.0",m,heart_rate,"84",bpm,altitude,"164.20000000000005",m,cadence,"65",rpm,speed,"1.3",m/s,temperature,"33",C,vertical_speed,"0.06",m/s,enhanced_altitude,"164.20000000000005",m,enhanced_speed,"1.3",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059013382",s,distance,"724.0",m,altitude,"164.0",m,cadence,"65",rpm,speed,"1.3",m/s,temperature,"33",C,vertical_speed,"0.06",m/s,enhanced_altitude,"164.0",m,enhanced_speed,"1.3",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013383",s,distance,"725.0",m,heart_rate,"83",bpm,altitude,"164.0",m,cadence,"65",rpm,speed,"1.28",m/s,temperature,"32",C,vertical_speed,"0.06",m/s,enhanced_altitude,"164.0",m,enhanced_speed,"1.28",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059013384",s,distance,"726.0",m,altitude,"163.79999999999995",m,cadence,"65",rpm,speed,"1.28",m/s,temperature,"33",C,vertical_speed,"0.04",m/s,enhanced_altitude,"163.79999999999995",m,enhanced_speed,"1.28",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013385",s,distance,"728.0",m,heart_rate,"82",bpm,altitude,"163.39999999999998",m,cadence,"65",rpm,speed,"1.34",m/s,temperature,"32",C,vertical_speed,"0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.34",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059013386",s,distance,"728.0",m,altitude,"163.39999999999998",m,cadence,"65",rpm,speed,"1.34",m/s,temperature,"32",C,vertical_speed,"0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.34",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013387",s,distance,"729.0",m,heart_rate,"82",bpm,altitude,"163.39999999999998",m,cadence,"65",rpm,speed,"0.76",m/s,temperature,"32",C,vertical_speed,"0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"0.76",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059013388",s,distance,"731.0",m,altitude,"163.39999999999998",m,cadence,"65",rpm,speed,"0.76",m/s,temperature,"32",C,vertical_speed,"0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"0.76",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013389",s,distance,"733.0",m,heart_rate,"82",bpm,altitude,"163.20000000000005",m,cadence,"65",rpm,speed,"1.58",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"163.20000000000005",m,enhanced_speed,"1.58",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059013390",s,distance,"734.0",m,altitude,"163.0",m,cadence,"66",rpm,speed,"1.58",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"163.0",m,enhanced_speed,"1.58",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013391",s,distance,"736.0",m,heart_rate,"83",bpm,altitude,"163.0",m,cadence,"67",rpm,speed,"1.52",m/s,temperature,"32",C,vertical_speed,"0.02",m/s,enhanced_altitude,"163.0",m,enhanced_speed,"1.52",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013392",s,distance,"737.0",m,heart_rate,"82",bpm,altitude,"163.0",m,cadence,"67",rpm,speed,"1.52",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"163.0",m,enhanced_speed,"1.52",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013393",s,distance,"737.0",m,heart_rate,"83",bpm,altitude,"163.20000000000005",m,cadence,"67",rpm,speed,"1.3",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"163.20000000000005",m,enhanced_speed,"1.3",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013394",s,distance,"738.0",m,heart_rate,"83",bpm,altitude,"163.20000000000005",m,cadence,"67",rpm,speed,"1.3",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"163.20000000000005",m,enhanced_speed,"1.3",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013395",s,distance,"740.0",m,heart_rate,"83",bpm,altitude,"163.20000000000005",m,cadence,"72",rpm,speed,"1.36",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"163.20000000000005",m,enhanced_speed,"1.36",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013396",s,distance,"743.0",m,heart_rate,"82",bpm,altitude,"163.39999999999998",m,cadence,"76",rpm,speed,"1.36",m/s,temperature,"32",C,vertical_speed,"0.0",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.36",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013397",s,distance,"745.0",m,heart_rate,"81",bpm,altitude,"163.39999999999998",m,cadence,"75",rpm,speed,"1.56",m/s,temperature,"32",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.56",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013398",s,distance,"747.0",m,heart_rate,"79",bpm,altitude,"163.39999999999998",m,cadence,"75",rpm,speed,"1.56",m/s,temperature,"32",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.56",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013399",s,distance,"749.0",m,heart_rate,"79",bpm,altitude,"163.39999999999998",m,cadence,"75",rpm,speed,"1.66",m/s,temperature,"32",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013400",s,distance,"750.0",m,heart_rate,"79",bpm,altitude,"163.39999999999998",m,cadence,"75",rpm,speed,"1.66",m/s,temperature,"32",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013401",s,distance,"751.0",m,heart_rate,"80",bpm,altitude,"163.39999999999998",m,cadence,"42",rpm,speed,"1.56",m/s,temperature,"32",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.56",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013402",s,distance,"752.0",m,heart_rate,"80",bpm,altitude,"163.39999999999998",m,cadence,"77",rpm,speed,"1.56",m/s,temperature,"32",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.56",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013403",s,distance,"754.0",m,heart_rate,"82",bpm,altitude,"163.39999999999998",m,cadence,"76",rpm,speed,"1.54",m/s,temperature,"32",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.54",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013404",s,distance,"755.0",m,heart_rate,"83",bpm,altitude,"163.39999999999998",m,cadence,"76",rpm,speed,"1.54",m/s,temperature,"32",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.54",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013405",s,distance,"756.0",m,heart_rate,"84",bpm,altitude,"163.39999999999998",m,cadence,"76",rpm,speed,"1.42",m/s,temperature,"32",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"1.42",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013406",s,distance,"757.0",m,heart_rate,"86",bpm,altitude,"163.79999999999995",m,cadence,"76",rpm,speed,"1.42",m/s,temperature,"32",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"163.79999999999995",m,enhanced_speed,"1.42",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013407",s,distance,"757.0",m,heart_rate,"85",bpm,altitude,"163.79999999999995",m,cadence,"76",rpm,speed,"0.66",m/s,temperature,"32",C,vertical_speed,"-0.04",m/s,enhanced_altitude,"163.79999999999995",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013408",s,distance,"757.0",m,heart_rate,"84",bpm,altitude,"163.79999999999995",m,cadence,"0",rpm,speed,"0.66",m/s,temperature,"32",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"163.79999999999995",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013409",s,distance,"757.0",m,heart_rate,"85",bpm,altitude,"163.60000000000002",m,cadence,"0",rpm,speed,"0.32",m/s,temperature,"32",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"163.60000000000002",m,enhanced_speed,"0.32",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013410",s,distance,"757.0",m,heart_rate,"83",bpm,altitude,"163.39999999999998",m,cadence,"0",rpm,speed,"0.32",m/s,temperature,"32",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"0.32",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059013411",s,distance,"757.0",m,heart_rate,"82",bpm,altitude,"163.39999999999998",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"32",C,vertical_speed,"-0.02",m/s,enhanced_altitude,"163.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
