Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,
Definition,0,file_id,type,1,,time_created,1,,manufacturer,1,,product,1,,product_name,14,,
Data,0,file_id,type,"4",,time_created,"1059019954",,manufacturer,"23",,product,"42",,product_name,"Suunto 9 Peak",,
Definition,0,developer_data_id,developer_data_index,1,,application_id,16,,,,,,,,,,,
Data,1,record,timestamp,"1059015483",s,distance,"1534.0",m,heart_rate,"133",bpm,altitude,"230.39999999999998",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"230.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015484",s,distance,"1534.0",m,altitude,"230.39999999999998",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"230.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015485",s,distance,"1534.0",m,heart_rate,"133",bpm,altitude,"230.39999999999998",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"230.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015486",s,distance,"1534.0",m,altitude,"230.39999999999998",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"230.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015487",s,distance,"1534.0",m,heart_rate,"132",bpm,altitude,"230.39999999999998",m,cadence,"77",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"230.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015488",s,distance,"1534.0",m,altitude,"230.39999999999998",m,cadence,"55",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"230.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015489",s,distance,"1534.0",m,heart_rate,"131",bpm,altitude,"230.60000000000002",m,cadence,"46",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"230.60000000000002",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015490",s,distance,"1534.0",m,altitude,"230.79999999999995",m,cadence,"48",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"230.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015491",s,distance,"1534.0",m,heart_rate,"133",bpm,altitude,"231.0",m,cadence,"48",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"231.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015492",s,distance,"1534.0",m,altitude,"231.0",m,cadence,"75",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"231.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015493",s,distance,"1534.0",m,heart_rate,"133",bpm,altitude,"231.0",m,cadence,"75",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"231.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015494",s,distance,"1534.0",m,altitude,"231.20000000000005",m,cadence,"75",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"231.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015495",s,distance,"1534.0",m,heart_rate,"133",bpm,altitude,"231.20000000000005",m,cadence,"75",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"231.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015496",s,distance,"1534.0",m,altitude,"231.20000000000005",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"231.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015497",s,distance,"1534.0",m,heart_rate,"133",bpm,altitude,"231.60000000000002",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"231.60000000000002",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015498",s,distance,"1534.0",m,heart_rate,"134",bpm,altitude,"231.60000000000002",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"231.60000000000002",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015499",s,distance,"1534.0",m,altitude,"231.60000000000002",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.0",m/s,enhanced_altitude,"231.60000000000002",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015500",s,distance,"1534.0",m,heart_rate,"135",bpm,altitude,"231.60000000000002",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"231.60000000000002",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015501",s,distance,"1534.0",m,altitude,"231.60000000000002",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"231.60000000000002",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015502",s,distance,"1534.0",m,heart_rate,"136",bpm,altitude,"231.60000000000002",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"231.60000000000002",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015503",s,distance,"1534.0",m,altitude,"231.60000000000002",m,cadence,"0",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"231.60000000000002",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015504",s,distance,"1534.0",m,heart_rate,"134",bpm,altitude,"231.60000000000002",m,cadence,"45",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"231.60000000000002",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015505",s,distance,"1534.0",m,altitude,"231.60000000000002",m,cadence,"45",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"231.60000000000002",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015506",s,distance,"1534.0",m,heart_rate,"135",bpm,altitude,"231.60000000000002",m,cadence,"63",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"231.60000000000002",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015507",s,distance,"1534.0",m,altitude,"231.79999999999995",m,cadence,"78",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"231.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015508",s,distance,"1534.0",m,heart_rate,"134",bpm,altitude,"232.0",m,cadence,"78",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"232.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015509",s,distance,"1534.0",m,altitude,"232.0",m,cadence,"78",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"232.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015510",s,distance,"1534.0",m,heart_rate,"134",bpm,altitude,"232.0",m,cadence,"78",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"232.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015511",s,distance,"1534.0",m,altitude,"232.0",m,cadence,"78",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"232.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015512",s,distance,"1534.0",m,heart_rate,"136",bpm,altitude,"231.79999999999995",m,cadence,"78",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"231.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015513",s,distance,"1534.0",m,altitude,"231.79999999999995",m,cadence,"44",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"231.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015514",s,distance,"1534.0",m,heart_rate,"136",bpm,altitude,"231.79999999999995",m,cadence,"44",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"231.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1059015515",s,distance,"1534.0",m,altitude,"232.0",m,cadence,"52",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"232.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015516",s,distance,"1534.0",m,heart_rate,"136",bpm,altitude,"232.0",m,cadence,"52",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"232.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015517",s,distance,"1534.0",m,heart_rate,"136",bpm,altitude,"232.0",m,cadence,"52",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"232.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015518",s,distance,"1534.0",m,heart_rate,"136",bpm,altitude,"232.0",m,cadence,"52",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"232.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015519",s,distance,"1534.0",m,heart_rate,"136",bpm,altitude,"232.0",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"232.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015520",s,distance,"1534.0",m,heart_rate,"136",bpm,altitude,"232.0",m,cadence,"47",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"232.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015521",s,distance,"1534.0",m,heart_rate,"137",bpm,altitude,"232.39999999999998",m,cadence,"43",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"232.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015522",s,distance,"1534.0",m,heart_rate,"136",bpm,altitude,"232.79999999999995",m,cadence,"45",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"232.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015523",s,distance,"1534.0",m,heart_rate,"137",bpm,altitude,"232.79999999999995",m,cadence,"45",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"232.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015524",s,distance,"1534.0",m,heart_rate,"137",bpm,altitude,"232.79999999999995",m,cadence,"46",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"232.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015525",s,distance,"1534.0",m,heart_rate,"137",bpm,altitude,"232.79999999999995",m,cadence,"46",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"232.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015526",s,distance,"1534.0",m,heart_rate,"135",bpm,altitude,"233.0",m,cadence,"48",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"233.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015527",s,distance,"1534.0",m,heart_rate,"135",bpm,altitude,"233.0",m,cadence,"48",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"233.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015528",s,distance,"1534.0",m,heart_rate,"135",bpm,altitude,"233.20000000000005",m,cadence,"48",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"233.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015529",s,distance,"1534.0",m,heart_rate,"136",bpm,altitude,"233.20000000000005",m,cadence,"48",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"233.20000000000005",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015530",s,distance,"1534.0",m,heart_rate,"137",bpm,altitude,"233.39999999999998",m,cadence,"48",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"233.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015531",s,distance,"1534.0",m,heart_rate,"136",bpm,altitude,"233.39999999999998",m,cadence,"48",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"233.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015532",s,distance,"1534.0",m,heart_rate,"137",bpm,altitude,"233.39999999999998",m,cadence,"48",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"233.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015533",s,distance,"1534.0",m,heart_rate,"138",bpm,altitude,"233.60000000000002",m,cadence,"48",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"233.60000000000002",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015534",s,distance,"1534.0",m,heart_rate,"141",bpm,altitude,"233.79999999999995",m,cadence,"48",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015535",s,distance,"1534.0",m,heart_rate,"140",bpm,altitude,"233.79999999999995",m,cadence,"48",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015536",s,distance,"1534.0",m,heart_rate,"139",bpm,altitude,"233.39999999999998",m,cadence,"50",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015537",s,distance,"1534.0",m,heart_rate,"138",bpm,altitude,"233.0",m,cadence,"46",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015538",s,distance,"1534.0",m,heart_rate,"138",bpm,altitude,"233.0",m,cadence,"49",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015539",s,distance,"1534.0",m,heart_rate,"138",bpm,altitude,"233.0",m,cadence,"77",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015540",s,distance,"1534.0",m,heart_rate,"138",bpm,altitude,"232.79999999999995",m,cadence,"44",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"232.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015541",s,distance,"1534.0",m,heart_rate,"139",bpm,altitude,"232.79999999999995",m,cadence,"44",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"232.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015542",s,distance,"1534.0",m,heart_rate,"138",bpm,altitude,"233.0",m,cadence,"42",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015543",s,distance,"1534.0",m,heart_rate,"138",bpm,altitude,"233.39999999999998",m,cadence,"41",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.39999999999998",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015544",s,distance,"1534.0",m,heart_rate,"138",bpm,altitude,"233.79999999999995",m,cadence,"41",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015545",s,distance,"1534.0",m,heart_rate,"138",bpm,altitude,"233.79999999999995",m,cadence,"41",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015546",s,distance,"1534.0",m,heart_rate,"139",bpm,altitude,"233.79999999999995",m,cadence,"41",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015547",s,distance,"1534.0",m,heart_rate,"139",bpm,altitude,"233.79999999999995",m,cadence,"75",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015548",s,distance,"1534.0",m,heart_rate,"138",bpm,altitude,"233.79999999999995",m,cadence,"75",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015549",s,distance,"1534.0",m,heart_rate,"139",bpm,altitude,"233.79999999999995",m,cadence,"75",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"233.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1059015550",s,distance,"1534.0",m,heart_rate,"140",bpm,altitude,"233.60000000000002",m,cadence,"75",rpm,speed,"0.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"233.60000000000002",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
