Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,
Data,2,record,timestamp,"1061092530",s,position_lat,"433190745",semicircles,position_long,"1672016337",semicircles,distance,"5136.0",m,heart_rate,"123",bpm,altitude,"537.8",m,cadence,"42",rpm,speed,"0.94",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"537.8",m,enhanced_speed,"0.94",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092531",s,distance,"5136.0",m,heart_rate,"123",bpm,altitude,"538.0",m,cadence,"42",rpm,speed,"0.94",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"538.0",m,enhanced_speed,"0.94",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092532",s,distance,"5139.0",m,heart_rate,"124",bpm,altitude,"538.0",m,cadence,"42",rpm,speed,"0.86",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"538.0",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092533",s,distance,"5141.0",m,heart_rate,"124",bpm,altitude,"538.0",m,cadence,"42",rpm,speed,"0.86",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"538.0",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092534",s,distance,"5141.0",m,heart_rate,"125",bpm,altitude,"538.0",m,cadence,"42",rpm,speed,"1.04",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"538.0",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092535",s,position_lat,"433190631",semicircles,position_long,"1672016032",semicircles,distance,"5141.0",m,heart_rate,"124",bpm,altitude,"538.4000000000001",m,cadence,"42",rpm,speed,"1.04",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"538.4000000000001",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092536",s,position_lat,"433190592",semicircles,position_long,"1672015726",semicircles,distance,"5144.0",m,heart_rate,"124",bpm,altitude,"538.4000000000001",m,cadence,"42",rpm,speed,"1.02",m/s,temperature,"30",C,vertical_speed,"0.02",m/s,enhanced_altitude,"538.4000000000001",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092537",s,distance,"5144.0",m,heart_rate,"123",bpm,altitude,"538.4000000000001",m,cadence,"42",rpm,speed,"1.02",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"538.4000000000001",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092538",s,distance,"5144.0",m,heart_rate,"123",bpm,altitude,"538.8",m,cadence,"42",rpm,speed,"0.98",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"538.8",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092539",s,position_lat,"433190401",semicircles,position_long,"1672015421",semicircles,distance,"5146.0",m,heart_rate,"122",bpm,altitude,"538.8",m,cadence,"43",rpm,speed,"0.98",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"538.8",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092540",s,distance,"5146.0",m,heart_rate,"122",bpm,altitude,"538.8",m,cadence,"43",rpm,speed,"1.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"538.8",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092541",s,distance,"5146.0",m,heart_rate,"121",bpm,altitude,"538.8",m,cadence,"43",rpm,speed,"1.0",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"538.8",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092542",s,position_lat,"433190211",semicircles,position_long,"1672015268",semicircles,distance,"5150.0",m,heart_rate,"121",bpm,altitude,"539.2",m,cadence,"42",rpm,speed,"1.04",m/s,temperature,"30",C,vertical_speed,"0.04",m/s,enhanced_altitude,"539.2",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092543",s,distance,"5150.0",m,heart_rate,"121",bpm,altitude,"539.4000000000001",m,cadence,"42",rpm,speed,"1.04",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"539.4000000000001",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092544",s,distance,"5150.0",m,heart_rate,"120",bpm,altitude,"539.4000000000001",m,cadence,"42",rpm,speed,"1.02",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"539.4000000000001",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092545",s,position_lat,"433190096",semicircles,position_long,"1672014810",semicircles,distance,"5150.0",m,heart_rate,"121",bpm,altitude,"539.4000000000001",m,cadence,"41",rpm,speed,"1.02",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"539.4000000000001",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092546",s,distance,"5153.0",m,heart_rate,"120",bpm,altitude,"539.4000000000001",m,cadence,"78",rpm,speed,"1.02",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"539.4000000000001",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092547",s,distance,"5153.0",m,heart_rate,"120",bpm,altitude,"539.4000000000001",m,cadence,"41",rpm,speed,"1.02",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"539.4000000000001",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092548",s,distance,"5153.0",m,heart_rate,"120",bpm,altitude,"539.4000000000001",m,cadence,"43",rpm,speed,"1.02",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"539.4000000000001",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092549",s,position_lat,"433189943",semicircles,position_long,"1672014505",semicircles,distance,"5156.0",m,heart_rate,"120",bpm,altitude,"539.5999999999999",m,cadence,"43",rpm,speed,"1.02",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"539.5999999999999",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092550",s,distance,"5156.0",m,heart_rate,"121",bpm,altitude,"539.8",m,cadence,"43",rpm,speed,"1.0",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"539.8",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092551",s,distance,"5158.0",m,heart_rate,"121",bpm,altitude,"539.8",m,cadence,"44",rpm,speed,"1.0",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"539.8",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092552",s,position_lat,"433189714",semicircles,position_long,"1672014199",semicircles,distance,"5158.0",m,heart_rate,"122",bpm,altitude,"539.8",m,cadence,"44",rpm,speed,"1.08",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"539.8",m,enhanced_speed,"1.08",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092553",s,distance,"5161.0",m,heart_rate,"121",bpm,altitude,"540.0",m,cadence,"44",rpm,speed,"1.08",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.0",m,enhanced_speed,"1.08",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092554",s,position_lat,"433189600",semicircles,position_long,"1672013894",semicircles,distance,"5161.0",m,heart_rate,"122",bpm,altitude,"540.2",m,cadence,"47",rpm,speed,"1.08",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.2",m,enhanced_speed,"1.08",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092555",s,distance,"5161.0",m,heart_rate,"123",bpm,altitude,"540.2",m,cadence,"47",rpm,speed,"1.08",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.2",m,enhanced_speed,"1.08",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092556",s,position_lat,"433189562",semicircles,position_long,"1672013588",semicircles,distance,"5161.0",m,heart_rate,"122",bpm,altitude,"540.2",m,cadence,"48",rpm,speed,"1.04",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.2",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092557",s,distance,"5161.0",m,heart_rate,"122",bpm,altitude,"540.2",m,cadence,"48",rpm,speed,"1.04",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.2",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092558",s,distance,"5163.0",m,heart_rate,"121",bpm,altitude,"540.2",m,cadence,"48",rpm,speed,"1.02",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.2",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092559",s,distance,"5163.0",m,heart_rate,"122",bpm,altitude,"540.2",m,cadence,"48",rpm,speed,"1.02",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.2",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092560",s,distance,"5163.0",m,heart_rate,"121",bpm,altitude,"540.2",m,cadence,"48",rpm,speed,"1.06",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.2",m,enhanced_speed,"1.06",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092561",s,position_lat,"433189409",semicircles,position_long,"1672013283",semicircles,distance,"5168.0",m,heart_rate,"121",bpm,altitude,"540.4000000000001",m,cadence,"48",rpm,speed,"1.06",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.4000000000001",m,enhanced_speed,"1.06",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092562",s,position_lat,"433189409",semicircles,position_long,"1672012978",semicircles,distance,"5168.0",m,heart_rate,"120",bpm,altitude,"540.4000000000001",m,cadence,"47",rpm,speed,"1.06",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.4000000000001",m,enhanced_speed,"1.06",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092563",s,distance,"5171.0",m,heart_rate,"120",bpm,altitude,"540.4000000000001",m,cadence,"46",rpm,speed,"1.06",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.4000000000001",m,enhanced_speed,"1.06",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092564",s,position_lat,"433189218",semicircles,position_long,"1672012825",semicircles,distance,"5171.0",m,heart_rate,"121",bpm,altitude,"540.4000000000001",m,cadence,"43",rpm,speed,"1.12",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.4000000000001",m,enhanced_speed,"1.12",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092565",s,distance,"5174.0",m,heart_rate,"120",bpm,altitude,"540.5999999999999",m,cadence,"42",rpm,speed,"1.12",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.5999999999999",m,enhanced_speed,"1.12",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092566",s,position_lat,"433188951",semicircles,position_long,"1672012519",semicircles,distance,"5174.0",m,heart_rate,"120",bpm,altitude,"540.5999999999999",m,cadence,"41",rpm,speed,"1.12",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.5999999999999",m,enhanced_speed,"1.12",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092567",s,distance,"5174.0",m,heart_rate,"120",bpm,altitude,"540.8",m,cadence,"78",rpm,speed,"1.12",m/s,temperature,"30",C,vertical_speed,"0.08",m/s,enhanced_altitude,"540.8",m,enhanced_speed,"1.12",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092568",s,position_lat,"433188836",semicircles,position_long,"1672012214",semicircles,distance,"5174.0",m,heart_rate,"119",bpm,altitude,"541.0",m,cadence,"41",rpm,speed,"1.04",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"541.0",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092569",s,distance,"5174.0",m,heart_rate,"117",bpm,altitude,"541.2",m,cadence,"41",rpm,speed,"1.04",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"541.2",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092570",s,distance,"5177.0",m,heart_rate,"117",bpm,altitude,"541.2",m,cadence,"77",rpm,speed,"1.08",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"541.2",m,enhanced_speed,"1.08",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092571",s,distance,"5177.0",m,heart_rate,"116",bpm,altitude,"541.4000000000001",m,cadence,"77",rpm,speed,"1.08",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"541.4000000000001",m,enhanced_speed,"1.08",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092572",s,distance,"5177.0",m,heart_rate,"116",bpm,altitude,"541.5999999999999",m,cadence,"77",rpm,speed,"1.04",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"541.5999999999999",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092573",s,position_lat,"433188607",semicircles,position_long,"1672011909",semicircles,distance,"5177.0",m,heart_rate,"115",bpm,altitude,"541.5999999999999",m,cadence,"76",rpm,speed,"1.04",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"541.5999999999999",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092574",s,distance,"5180.0",m,heart_rate,"113",bpm,altitude,"541.5999999999999",m,cadence,"75",rpm,speed,"1.04",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"541.5999999999999",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092575",s,distance,"5180.0",m,heart_rate,"112",bpm,altitude,"541.5999999999999",m,cadence,"74",rpm,speed,"1.04",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"541.5999999999999",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092576",s,distance,"5182.0",m,heart_rate,"110",bpm,altitude,"541.8",m,cadence,"73",rpm,speed,"1.04",m/s,temperature,"30",C,vertical_speed,"0.06",m/s,enhanced_altitude,"541.8",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092577",s,position_lat,"433188264",semicircles,position_long,"1672011909",semicircles,distance,"5182.0",m,heart_rate,"109",bpm,altitude,"541.8",m,cadence,"73",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"541.8",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092578",s,distance,"5182.0",m,heart_rate,"108",bpm,altitude,"541.8",m,cadence,"71",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"541.8",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092579",s,position_lat,"433188034",semicircles,position_long,"1672011909",semicircles,distance,"5182.0",m,heart_rate,"107",bpm,altitude,"541.8",m,cadence,"69",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"541.8",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092580",s,distance,"5182.0",m,heart_rate,"105",bpm,altitude,"541.8",m,cadence,"69",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"541.8",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092581",s,distance,"5182.0",m,heart_rate,"105",bpm,altitude,"541.8",m,cadence,"67",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"541.8",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092582",s,distance,"5185.0",m,heart_rate,"105",bpm,altitude,"542.0",m,cadence,"67",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"542.0",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092583",s,distance,"5185.0",m,heart_rate,"104",bpm,altitude,"542.2",m,cadence,"67",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"542.2",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092584",s,distance,"5185.0",m,heart_rate,"104",bpm,altitude,"542.4000000000001",m,cadence,"68",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"542.4000000000001",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092585",s,position_lat,"433187920",semicircles,position_long,"1672011603",semicircles,distance,"5185.0",m,heart_rate,"104",bpm,altitude,"542.4000000000001",m,cadence,"69",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"542.4000000000001",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092586",s,distance,"5185.0",m,heart_rate,"102",bpm,altitude,"542.4000000000001",m,cadence,"69",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"542.4000000000001",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092587",s,distance,"5185.0",m,heart_rate,"103",bpm,altitude,"542.4000000000001",m,cadence,"41",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"542.4000000000001",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092588",s,distance,"5187.0",m,heart_rate,"104",bpm,altitude,"542.4000000000001",m,cadence,"43",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"542.4000000000001",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092589",s,distance,"5187.0",m,heart_rate,"104",bpm,altitude,"542.4000000000001",m,cadence,"43",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"542.4000000000001",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092590",s,distance,"5190.0",m,heart_rate,"103",bpm,altitude,"542.4000000000001",m,cadence,"46",rpm,speed,"0.88",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"542.4000000000001",m,enhanced_speed,"0.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092591",s,position_lat,"433187729",semicircles,position_long,"1672011298",semicircles,distance,"5190.0",m,heart_rate,"103",bpm,altitude,"542.5999999999999",m,cadence,"46",rpm,speed,"0.88",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"542.5999999999999",m,enhanced_speed,"0.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061092592",s,distance,"5190.0",m,heart_rate,"103",bpm,altitude,"542.5999999999999",m,cadence,"46",rpm,speed,"0.74",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"542.5999999999999",m,enhanced_speed,"0.74",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061092593",s,position_lat,"433187691",semicircles,position_long,"1672010992",semicircles,distance,"5190.0",m,heart_rate,"102",bpm,altitude,"542.4000000000001",m,cadence,"47",rpm,speed,"0.74",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"542.4000000000001",m,enhanced_speed,"0.74",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
